number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,symptom,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,closed_code,resolved_by,resolved_at,closed_at,isParent
INC0024619,Closed,False,0,0,4,True,Caller 1904,Opened by  180,2016-05-02 08:09:00,Created by 81,2016-05-02 08:11:00,Updated by 908,2016-05-09 02:07:00,Phone,Location 188,Category 46,Subcategory 223,,2 - Medium,2 - Medium,3 - Moderate,Group 51,Resolver 25,False,True,Do Not Notify,code 6,Resolved by 23,2016-05-04 01:23:00,2016-09-05 02:07:00,No
INC0025625,Closed,False,1,0,8,True,Caller 4151,Opened by  8,2016-05-04 00:39:00,,,Updated by 908,2016-05-09 02:07:00,Phone,Location 161,Category 57,Subcategory 170,Symptom 244,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 6,False,True,Do Not Notify,code 6,Resolved by 5,2016-05-04 01:31:00,2016-09-05 02:07:00,No
INC0025624,Closed,False,0,0,3,True,Caller 2912,Opened by  463,2016-05-04 00:27:00,,,Updated by 908,2016-05-09 02:07:00,Phone,Location 108,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 218,False,True,Do Not Notify,code 7,Resolved by 199,2016-05-04 01:13:00,2016-09-05 02:07:00,No
INC0025628,Resolved,True,0,0,1,True,Caller 2193,Opened by  8,2016-05-04 01:33:00,,,Updated by 21,2016-05-04 03:02:00,Phone,Location 188,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 6,False,True,Do Not Notify,code 6,Resolved by 5,2016-05-04 03:02:00,2016-09-05 03:07:00,No
INC0025632,Resolved,True,0,0,1,True,Caller 5211,Opened by  94,2016-05-04 04:35:00,,,Updated by 177,2016-05-04 04:40:00,Phone,Location 143,Category 42,Subcategory 183,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 47,False,True,Do Not Notify,code 6,Resolved by 44,2016-05-04 04:40:00,2016-09-05 05:07:00,No
INC0025635,Resolved,True,0,0,1,True,Caller 90,Opened by  8,2016-05-04 05:48:00,,,Updated by 21,2016-05-04 05:49:00,Phone,Location 188,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 6,False,True,Do Not Notify,code 6,Resolved by 5,2016-05-04 05:49:00,2016-09-05 06:07:00,No
INC0025633,Closed,False,0,0,3,True,Caller 5138,Opened by  463,2016-05-04 05:08:00,,,Updated by 908,2016-05-09 06:07:00,Phone,Location 161,Category 46,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 218,False,True,Do Not Notify,code 7,Resolved by 199,2016-05-04 05:12:00,2016-09-05 06:07:00,No
INC0025639,Closed,False,1,0,2,True,Caller 1992,Opened by  501,2016-05-04 07:39:00,Created by 216,2016-05-04 08:00:00,Updated by 908,2016-05-09 08:07:00,Phone,Location 161,Category 26,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,,Resolver 233,False,True,Do Not Notify,code 6,Resolved by 212,2016-05-04 08:01:00,2016-09-05 08:07:00,No
INC0025636,Closed,False,0,0,2,True,Caller 3292,Opened by  17,2016-05-04 07:18:00,,,Updated by 908,2016-05-09 08:07:00,Phone,Location 108,Category 32,Subcategory 9,Symptom 105,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 9,Resolved by 11,2016-05-04 07:23:00,2016-09-05 08:07:00,No
INC0025188,Closed,False,1,0,5,True,Caller 3768,Opened by  17,2016-05-03 07:43:00,Created by 10,2016-05-03 07:49:00,Updated by 908,2016-05-09 08:07:00,Phone,Location 51,Category 28,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 54,Resolver 172,False,True,Do Not Notify,code 6,Resolved by 155,2016-05-04 08:02:00,2016-09-05 08:07:00,No
INC0025529,Closed,False,0,0,3,True,Caller 2426,Opened by  228,2016-05-03 16:04:00,,,Updated by 908,2016-05-09 08:10:00,Phone,Location 161,Category 37,Subcategory 135,Symptom 372,2 - Medium,2 - Medium,3 - Moderate,Group 72,Resolver 110,False,True,Do Not Notify,code 16,Resolved by 99,2016-05-04 08:08:00,2016-09-05 08:10:00,No
INC0024121,Closed,False,3,0,11,False,Caller 3276,Opened by  24,2016-04-29 11:13:00,Created by 13,2016-04-29 11:22:00,Updated by 908,2016-05-09 08:10:00,Phone,Location 161,Category 40,Subcategory 215,Symptom 10,2 - Medium,1 - High,2 - High,Group 54,Resolver 172,False,True,Do Not Notify,code 6,Resolved by 155,2016-05-04 08:07:00,2016-09-05 08:10:00,No
INC0023233,Resolved,True,1,0,6,True,Caller 1480,Opened by  55,2016-04-27 13:44:00,,,Updated by 60,2016-05-03 11:59:00,Phone,Location 204,Category 23,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-05-03 13:35:00,2016-09-05 08:36:00,No
INC0025668,Closed,False,0,0,2,True,Caller 445,Opened by  17,2016-05-04 08:35:00,,,Updated by 908,2016-05-09 09:07:00,Phone,Location 179,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,2016-05-04 08:44:00,2016-09-05 09:07:00,No
INC0025669,Closed,False,0,0,2,True,Caller 336,Opened by  24,2016-05-04 08:35:00,,,Updated by 908,2016-05-09 09:07:00,Phone,Location 161,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,2016-05-04 08:38:00,2016-09-05 09:07:00,No
INC0025655,Resolved,True,1,0,1,True,Caller 1148,Opened by  501,2016-05-04 08:15:00,Created by 216,2016-05-04 08:26:00,Updated by 915,2016-05-04 08:27:00,Phone,Location 161,Category 26,Subcategory 175,,2 - Medium,2 - Medium,3 - Moderate,,Resolver 233,False,True,Do Not Notify,code 6,Resolved by 212,2016-05-04 08:27:00,2016-09-05 09:07:00,No
INC0025644,Closed,False,0,0,1,True,Caller 3796,Opened by  40,2016-05-04 07:58:00,,,Updated by 908,2016-05-09 09:07:00,Phone,Location 161,Category 9,Subcategory 164,Symptom 381,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 23,False,False,Do Not Notify,code 9,Resolved by 21,,2016-09-05 09:07:00,No
INC0025552,Resolved,True,3,0,6,True,Caller 2209,Opened by  17,2016-05-03 16:44:00,Created by 10,2016-05-03 17:06:00,Updated by 310,2016-05-04 08:16:00,Phone,Location 143,Category 46,Subcategory 191,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 58,Resolver 76,False,True,Do Not Notify,code 6,Resolved by 69,2016-05-04 08:16:00,2016-09-05 09:07:00,No
INC0025686,Closed,False,0,0,2,True,Caller 4030,Opened by  17,2016-05-04 08:51:00,,,Updated by 908,2016-05-09 09:07:00,Phone,Location 51,Category 32,Subcategory 9,Symptom 105,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 9,Resolved by 11,2016-05-04 08:58:00,2016-09-05 09:07:00,No
INC0025675,Closed,False,0,0,2,True,Caller 1757,Opened by  24,2016-05-04 08:42:00,,,Updated by 908,2016-05-09 09:07:00,Phone,Location 51,Category 32,Subcategory 9,Symptom 105,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-05-04 08:48:00,2016-09-05 09:07:00,No
INC0025652,Resolved,True,0,0,1,True,Caller 955,Opened by  17,2016-05-04 08:09:00,,,Updated by 44,2016-05-04 08:14:00,Phone,Location 229,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 9,Resolved by 11,2016-05-04 08:14:00,2016-09-05 09:07:00,No
INC0025651,Resolved,True,0,0,1,True,Caller 3842,Opened by  24,2016-05-04 08:07:00,,,Updated by 60,2016-05-04 08:27:00,Phone,Location 161,Category 26,Subcategory 175,Symptom 116,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,2016-05-04 08:27:00,2016-09-05 09:07:00,No
INC0025666,Closed,False,0,0,1,True,Caller 4891,Opened by  40,2016-05-04 08:32:00,,,Updated by 908,2016-05-09 09:07:00,Phone,Location 179,Category 37,Subcategory 135,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 23,False,False,Do Not Notify,code 9,Resolved by 21,,2016-09-05 09:07:00,No
INC0025663,Closed,False,0,0,2,True,Caller 259,Opened by  501,2016-05-04 08:27:00,,,Updated by 908,2016-05-09 09:07:00,Phone,Location 179,Category 35,Subcategory 28,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 233,False,True,Do Not Notify,code 6,Resolved by 212,2016-05-04 08:43:00,2016-09-05 09:07:00,No
INC0025656,Closed,False,0,0,2,True,Caller 5446,Opened by  17,2016-05-04 08:19:00,,,Updated by 908,2016-05-09 09:07:00,Phone,Location 161,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 9,Resolved by 11,2016-05-04 08:23:00,2016-09-05 09:07:00,No
INC0025671,Resolved,True,0,0,1,True,Caller 383,Opened by  24,2016-05-04 08:38:00,,,Updated by 60,2016-05-04 08:53:00,Phone,Location 204,Category 42,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-05-04 08:53:00,2016-09-05 09:07:00,No
INC0025650,Closed,False,0,0,4,True,Caller 3707,Opened by  17,2016-05-04 08:06:00,,,Updated by 908,2016-05-09 09:07:00,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,2016-05-04 08:35:00,2016-09-05 09:07:00,No
INC0025667,Resolved,True,1,0,1,True,Caller 4887,Opened by  17,2016-05-04 08:34:00,,,Updated by 44,2016-05-04 08:49:00,Phone,Location 204,Category 57,Subcategory 185,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 9,Resolved by 11,2016-05-04 08:49:00,2016-09-05 09:07:00,No
INC0025455,Closed,False,0,0,2,True,Caller 1531,Opened by  142,2016-05-03 14:08:00,Created by 71,2016-05-03 14:12:00,Updated by 908,2016-05-09 09:07:00,Phone,Location 204,Category 8,Subcategory 281,Symptom 557,2 - Medium,2 - Medium,3 - Moderate,Group 53,Resolver 121,False,True,Do Not Notify,code 6,Resolved by 109,2016-05-04 09:01:00,2016-09-05 09:07:00,No
INC0020210,Resolved,True,5,0,22,True,Caller 2384,Opened by  17,2016-04-18 09:15:00,Created by 10,2016-04-18 09:38:00,Updated by 421,2016-05-04 08:29:00,Phone,Location 108,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 111,False,True,Do Not Notify,code 7,Resolved by 100,2016-05-04 08:29:00,2016-09-05 09:07:00,No
INC0025685,Resolved,True,0,0,0,True,Caller 1890,Opened by  40,2016-05-04 08:51:00,,,Updated by 908,2016-05-04 08:51:00,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 23,False,False,Do Not Notify,code 6,Resolved by 21,,2016-09-05 09:07:00,No
INC0025670,Closed,False,0,0,3,True,Caller 570,Opened by  17,2016-05-04 08:36:00,,,Updated by 908,2016-05-09 09:07:00,Phone,Location 93,Category 42,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,2016-05-04 08:49:00,2016-09-05 09:07:00,No
INC0025678,Closed,False,0,0,2,True,Caller 28,Opened by  131,2016-05-04 08:44:00,,,Updated by 908,2016-05-09 09:07:00,Phone,Location 161,Category 26,Subcategory 164,Symptom 295,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 73,False,True,Do Not Notify,code 7,Resolved by 66,2016-05-04 08:56:00,2016-09-05 09:07:00,No
INC0025683,Resolved,True,0,0,1,True,Caller 246,Opened by  24,2016-05-04 08:50:00,,,Updated by 60,2016-05-04 08:54:00,Phone,Location 204,Category 35,Subcategory 28,Symptom 506,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,True,True,Do Not Notify,code 7,Resolved by 15,2016-05-04 08:54:00,2016-09-05 09:07:00,No
INC0025641,Resolved,True,0,0,1,True,Caller 50,Opened by  131,2016-05-04 07:52:00,,,Updated by 265,2016-05-04 08:39:00,Phone,Location 143,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 73,False,True,Do Not Notify,code 7,Resolved by 66,2016-05-04 08:39:00,2016-09-05 09:07:00,No
INC0025681,Closed,False,0,0,3,True,Caller 820,Opened by  17,2016-05-04 08:49:00,,,Updated by 908,2016-05-09 09:07:00,Phone,Location 93,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,2016-05-04 08:56:00,2016-09-05 09:07:00,No
INC0025689,Resolved,True,0,0,1,True,Caller 1757,Opened by  24,2016-05-04 08:54:00,,,Updated by 60,2016-05-04 08:57:00,Phone,Location 51,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,2016-05-04 08:57:00,2016-09-05 09:07:00,No
INC0018259,Closed,False,1,1,13,False,Caller 4192,Opened by  256,2016-04-12 15:06:00,Created by 117,2016-04-12 15:14:00,Updated by 908,2016-05-09 09:10:00,Phone,Location 93,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 182,False,True,Do Not Notify,code 8,Resolved by 165,2016-05-04 09:08:00,2016-09-05 09:10:00,YES
INC0025677,Closed,False,0,0,2,True,Caller 3209,Opened by  131,2016-05-04 08:44:00,,,Updated by 908,2016-05-09 09:10:00,Phone,Location 161,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 73,False,True,Do Not Notify,code 7,Resolved by 66,2016-05-04 09:07:00,2016-09-05 09:10:00,No
INC0022980,Closed,False,1,0,6,False,Caller 4257,Opened by  17,2016-04-27 07:09:00,Created by 10,2016-04-27 07:14:00,Updated by 908,2016-05-09 10:07:00,Phone,Location 56,Category 46,Subcategory 261,Symptom 258,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 234,False,True,Do Not Notify,code 1,Resolved by 213,2016-05-04 09:34:00,2016-09-05 10:07:00,No
INC0025568,Closed,False,0,0,3,True,Caller 5060,Opened by  17,2016-05-03 17:15:00,,,Updated by 908,2016-05-09 10:07:00,Phone,Location 108,Category 26,Subcategory 275,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 9,Resolved by 11,2016-05-04 09:20:00,2016-09-05 10:07:00,No
INC0024610,Resolved,True,0,0,6,True,Caller 1827,Opened by  501,2016-05-02 07:46:00,Created by 216,2016-05-02 07:58:00,Updated by 915,2016-05-04 09:56:00,Phone,Location 96,Category 37,Subcategory 135,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 233,False,True,Do Not Notify,code 6,Resolved by 212,2016-05-04 09:56:00,2016-09-05 10:07:00,No
INC0025713,Closed,False,0,0,2,True,Caller 1108,Opened by  24,2016-05-04 09:23:00,,,Updated by 908,2016-05-09 10:07:00,Phone,Location 204,Category 26,Subcategory 275,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-05-04 09:26:00,2016-09-05 10:07:00,No
INC0025706,Resolved,True,0,0,1,True,Caller 732,Opened by  17,2016-05-04 09:16:00,,,Updated by 44,2016-05-04 09:24:00,Phone,Location 43,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,2016-05-04 09:24:00,2016-09-05 10:07:00,No
INC0024220,Resolved,True,1,0,12,True,Caller 5548,Opened by  17,2016-04-29 13:38:00,Created by 10,2016-04-29 13:45:00,Updated by 602,2016-05-04 09:26:00,Phone,Location 108,Category 19,Subcategory 163,Symptom 454,2 - Medium,2 - Medium,3 - Moderate,Group 60,Resolver 151,False,True,Do Not Notify,code 7,Resolved by 135,2016-05-04 09:26:00,2016-09-05 10:07:00,No
INC0023931,Closed,False,1,0,16,True,Caller 2988,Opened by  463,2016-04-28 23:29:00,Created by 202,2016-04-28 23:56:00,Updated by 908,2016-05-09 10:07:00,Phone,Location 161,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,False,True,Do Not Notify,code 5,Resolved by 227,2016-05-04 09:19:00,2016-09-05 10:07:00,No
INC0025114,Resolved,True,3,0,5,True,Caller 1916,Opened by  182,2016-05-02 17:40:00,Created by 85,2016-05-02 17:42:00,Updated by 699,2016-05-04 09:47:00,Phone,Location 51,Category 32,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,False,True,Do Not Notify,code 6,Resolved by 166,2016-05-04 09:47:00,2016-09-05 10:07:00,No
INC0025705,Resolved,True,0,0,0,True,Caller 3969,Opened by  40,2016-05-04 09:14:00,,,Updated by 908,2016-05-04 09:14:00,Phone,Location 17,Category 9,Subcategory 164,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 23,False,False,Do Not Notify,code 6,Resolved by 21,,2016-09-05 10:07:00,No
INC0025708,Closed,False,0,0,2,True,Caller 5078,Opened by  17,2016-05-04 09:17:00,,,Updated by 908,2016-05-09 10:07:00,Phone,Location 108,Category 53,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 9,Resolved by 11,2016-05-04 09:55:00,2016-09-05 10:07:00,No
INC0024578,Resolved,True,1,0,4,True,Caller 4324,Opened by  305,2016-05-01 18:43:00,Created by 130,2016-05-01 18:54:00,Updated by 465,2016-05-04 09:37:00,Phone,Location 204,Category 23,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,False,True,Do Not Notify,code 5,Resolved by 113,2016-05-04 09:37:00,2016-09-05 10:07:00,No
INC0025738,Closed,False,0,0,2,True,Caller 3733,Opened by  24,2016-05-04 09:57:00,,,Updated by 908,2016-05-09 10:07:00,Phone,Location 55,Category 32,Subcategory 9,Symptom 105,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-05-04 10:03:00,2016-09-05 10:07:00,No
INC0025741,Closed,False,0,0,2,True,Caller 955,Opened by  24,2016-05-04 10:03:00,,,Updated by 908,2016-05-09 10:07:00,Phone,Location 229,Category 42,Subcategory 223,Symptom 65,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-05-04 10:05:00,2016-09-05 10:07:00,No
INC0025695,Resolved,True,0,0,1,True,Caller 4957,Opened by  17,2016-05-04 09:00:00,,,Updated by 44,2016-05-04 09:21:00,Phone,Location 38,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,2016-05-04 09:21:00,2016-09-05 10:07:00,No
INC0025532,Closed,False,0,0,3,True,Caller 3316,Opened by  301,2016-05-03 16:07:00,Created by 129,2016-05-03 16:13:00,Updated by 908,2016-05-09 10:07:00,Phone,Location 204,Category 57,Subcategory 170,Symptom 596,2 - Medium,2 - Medium,3 - Moderate,Group 56,Resolver 167,False,True,Do Not Notify,code 6,Resolved by 150,2016-05-04 09:25:00,2016-09-05 10:07:00,No
INC0024922,Resolved,True,1,0,5,True,Caller 701,Opened by  108,2016-05-02 12:53:00,Created by 52,2016-05-02 15:06:00,Updated by 332,2016-05-04 09:17:00,Phone,Location 161,Category 57,Subcategory 185,Symptom 296,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,False,True,Do Not Notify,code 9,Resolved by 81,2016-05-04 09:17:00,2016-09-05 10:07:00,No
INC0024486,Resolved,True,1,0,4,True,Caller 2667,Opened by  58,2016-04-30 20:51:00,Created by 31,2016-04-30 21:14:00,Updated by 332,2016-05-04 09:11:00,Phone,Location 161,Category 57,Subcategory 184,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,False,True,Do Not Notify,code 9,Resolved by 81,2016-05-04 09:11:00,2016-09-05 10:07:00,No
INC0025086,Resolved,True,2,0,12,True,Caller 2792,Opened by  24,2016-05-02 16:50:00,Created by 13,2016-05-02 16:55:00,Updated by 974,2016-05-04 09:30:00,Phone,Location 213,Category 37,Subcategory 135,Symptom 87,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,False,True,Do Not Notify,code 5,Resolved by 227,2016-05-04 09:30:00,2016-09-05 10:07:00,No
INC0025691,Resolved,True,1,0,1,True,Caller 3950,Opened by  17,2016-05-04 08:55:00,,,Updated by 44,2016-05-04 09:12:00,Phone,Location 93,Category 9,Subcategory 164,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 9,Resolved by 11,2016-05-04 09:12:00,2016-09-05 10:07:00,No
INC0025362,Closed,False,1,0,4,True,Caller 1057,Opened by  24,2016-05-03 11:14:00,Created by 13,2016-05-03 11:18:00,Updated by 908,2016-05-09 10:07:00,Phone,Location 161,Category 46,Subcategory 242,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 159,False,True,Do Not Notify,code 1,Resolved by 143,2016-05-04 09:29:00,2016-09-05 10:07:00,No
INC0025468,Resolved,True,1,0,3,True,Caller 487,Opened by  24,2016-05-03 14:27:00,Created by 13,2016-05-03 14:29:00,Updated by 707,2016-05-04 10:04:00,Phone,Location 93,Category 53,Subcategory 50,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 54,Resolver 172,False,True,Do Not Notify,code 6,Resolved by 155,2016-05-04 10:04:00,2016-09-05 10:07:00,No
INC0025687,Resolved,True,0,0,1,True,Caller 3575,Opened by  17,2016-05-04 08:53:00,,,Updated by 44,2016-05-04 09:52:00,Phone,Location 108,Category 37,Subcategory 135,Symptom 87,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,2016-05-04 09:52:00,2016-09-05 10:07:00,No
INC0025470,Resolved,True,0,0,2,True,Caller 4166,Opened by  403,2016-05-03 14:31:00,Created by 174,2016-05-03 14:32:00,Updated by 501,2016-05-04 09:22:00,Phone,Location 51,Category 42,Subcategory 29,,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 134,False,True,Do Not Notify,code 7,Resolved by 120,2016-05-04 09:22:00,2016-09-05 10:07:00,No
INC0025699,Resolved,True,0,0,2,True,Caller 2715,Opened by  62,2016-05-04 09:02:00,,,Updated by 133,2016-05-04 09:49:00,Phone,Location 51,Category 42,Subcategory 223,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,True,Do Not Notify,code 7,Resolved by 32,2016-05-04 09:49:00,2016-09-05 10:07:00,No
INC0025385,Closed,False,1,0,4,True,Caller 4931,Opened by  108,2016-05-03 11:53:00,Created by 52,2016-05-03 12:23:00,Updated by 908,2016-05-09 10:07:00,Phone,Location 204,Category 9,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,False,True,Do Not Notify,code 5,Resolved by 113,2016-05-04 10:00:00,2016-09-05 10:07:00,No
